sha1,source_image,source_label,dest_image,dest_label,box_count
c9dfa58cb7c4b5324acfc8489aab8c9bbb99d724,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000248_000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000248_000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000248_000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000248_000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.txt,5
c9e4293998d55e9ebfb710b294994a810b54359c,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000064_000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219_c9e42939.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000064_000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219_c9e42939.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000064_000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219_c9e42939.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000064_000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219_c9e42939.txt,8
cb8068064ad1c631504ac41c5ddbc2d531db05b5,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000267_000313_SL__Mikaela-Shifferin-Slolom-training__frame_0037_jpg.rf.ae482246ffb92a63_cb806806.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000267_000313_SL__Mikaela-Shifferin-Slolom-training__frame_0037_jpg.rf.ae482246ffb92a63_cb806806.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000267_000313_SL__Mikaela-Shifferin-Slolom-training__frame_0037_jpg.rf.ae482246ffb92a63_cb806806.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000267_000313_SL__Mikaela-Shifferin-Slolom-training__frame_0037_jpg.rf.ae482246ffb92a63_cb806806.txt,28
cbbb6fbd552ee081deed641f088c4fe076b6837e,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000270_000316_SL__Mikaela-Shifferin-Slolom-training__frame_0093_jpg.rf.9afdc2321fe731b4_cbbb6fbd.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000270_000316_SL__Mikaela-Shifferin-Slolom-training__frame_0093_jpg.rf.9afdc2321fe731b4_cbbb6fbd.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000270_000316_SL__Mikaela-Shifferin-Slolom-training__frame_0093_jpg.rf.9afdc2321fe731b4_cbbb6fbd.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000270_000316_SL__Mikaela-Shifferin-Slolom-training__frame_0093_jpg.rf.9afdc2321fe731b4_cbbb6fbd.txt,6
cea27f921fe6bb677e9fbb412a5259983d488b0c,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000113_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000113_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000113_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000113_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.txt,2
d36e1c2a5ae1d6bddf24048f979ea60593ab5a7b,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000077_000053_v8_div_balv2_0093__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t5-68_d36e1c2a.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000077_000053_v8_div_balv2_0093__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t5-68_d36e1c2a.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000077_000053_v8_div_balv2_0093__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t5-68_d36e1c2a.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000077_000053_v8_div_balv2_0093__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t5-68_d36e1c2a.txt,11
d423d70812bef6034f3c17563399bfae7282b02a,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000284_000330_SL__Mikaela-Shifferin-Slolom2__frame_0024_jpg.rf.7e884e87d39f3778a9ffcc79_d423d708.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000284_000330_SL__Mikaela-Shifferin-Slolom2__frame_0024_jpg.rf.7e884e87d39f3778a9ffcc79_d423d708.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000284_000330_SL__Mikaela-Shifferin-Slolom2__frame_0024_jpg.rf.7e884e87d39f3778a9ffcc79_d423d708.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000284_000330_SL__Mikaela-Shifferin-Slolom2__frame_0024_jpg.rf.7e884e87d39f3778a9ffcc79_d423d708.txt,8
d4800944522de6fe821d7ad733d0b33476b49814,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000202_000248_37HtpPpdvp0_0_37HtpPpdvp0_0_00015_png.rf.2c6b6ff351d20dcf3cd2501d29ed5f12_d4800944.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000202_000248_37HtpPpdvp0_0_37HtpPpdvp0_0_00015_png.rf.2c6b6ff351d20dcf3cd2501d29ed5f12_d4800944.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000202_000248_37HtpPpdvp0_0_37HtpPpdvp0_0_00015_png.rf.2c6b6ff351d20dcf3cd2501d29ed5f12_d4800944.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000202_000248_37HtpPpdvp0_0_37HtpPpdvp0_0_00015_png.rf.2c6b6ff351d20dcf3cd2501d29ed5f12_d4800944.txt,1
d588c85e2cf52a996518828b08284169f47e44a8,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000130_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000130_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000130_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000130_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.txt,1
d77790d03d64787b0306d60a83fde0e5e2364598,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000081_000057_v8_div_balv2_0103__SL__MS_SL-mov__t3-63_jpg.rf.b520f3717bcc70e35e58fa1525_d77790d0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000081_000057_v8_div_balv2_0103__SL__MS_SL-mov__t3-63_jpg.rf.b520f3717bcc70e35e58fa1525_d77790d0.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000081_000057_v8_div_balv2_0103__SL__MS_SL-mov__t3-63_jpg.rf.b520f3717bcc70e35e58fa1525_d77790d0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000081_000057_v8_div_balv2_0103__SL__MS_SL-mov__t3-63_jpg.rf.b520f3717bcc70e35e58fa1525_d77790d0.txt,1
da6b4bd67945478148c56a0f279261b617d9b3ce,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000066_000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b352_da6b4bd6.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000066_000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b352_da6b4bd6.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000066_000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b352_da6b4bd6.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000066_000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b352_da6b4bd6.txt,2
db1983e090f758722556ef547720047f18294cd0,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000317_000363_zW1bF2PsB0M_14_zW1bF2PsB0M_14_00008_png.rf.0b91be43d10df9eb89cd6ca84b322d_db1983e0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000317_000363_zW1bF2PsB0M_14_zW1bF2PsB0M_14_00008_png.rf.0b91be43d10df9eb89cd6ca84b322d_db1983e0.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000317_000363_zW1bF2PsB0M_14_zW1bF2PsB0M_14_00008_png.rf.0b91be43d10df9eb89cd6ca84b322d_db1983e0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000317_000363_zW1bF2PsB0M_14_zW1bF2PsB0M_14_00008_png.rf.0b91be43d10df9eb89cd6ca84b322d_db1983e0.txt,2
dd6a61743a4cc2661d7991a23f03a8800c99ddca,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000274_000320_SL__Mikaela-Shifferin-Slolom-training__frame_0149_jpg.rf.4cf388e3f4a0fef2_dd6a6174.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000274_000320_SL__Mikaela-Shifferin-Slolom-training__frame_0149_jpg.rf.4cf388e3f4a0fef2_dd6a6174.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000274_000320_SL__Mikaela-Shifferin-Slolom-training__frame_0149_jpg.rf.4cf388e3f4a0fef2_dd6a6174.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000274_000320_SL__Mikaela-Shifferin-Slolom-training__frame_0149_jpg.rf.4cf388e3f4a0fef2_dd6a6174.txt,11
ded9a6de7de15e800e0223cb9eb358cbbf74a715,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000306_000352_uLW74013Wp0_10_uLW74013Wp0_10_00001_png.rf.858dc1dafe5b3f8eaa646d648994fb_ded9a6de.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000306_000352_uLW74013Wp0_10_uLW74013Wp0_10_00001_png.rf.858dc1dafe5b3f8eaa646d648994fb_ded9a6de.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000306_000352_uLW74013Wp0_10_uLW74013Wp0_10_00001_png.rf.858dc1dafe5b3f8eaa646d648994fb_ded9a6de.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000306_000352_uLW74013Wp0_10_uLW74013Wp0_10_00001_png.rf.858dc1dafe5b3f8eaa646d648994fb_ded9a6de.txt,2
deea2bc95028a1fb91697b7dc1ceb93191a36db9,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000291_000337_dpFlXMvvZ9E_2_dpFlXMvvZ9E_2_00003_png.rf.373ddef41194d4c8814ddbe3e38226da_deea2bc9.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000291_000337_dpFlXMvvZ9E_2_dpFlXMvvZ9E_2_00003_png.rf.373ddef41194d4c8814ddbe3e38226da_deea2bc9.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000291_000337_dpFlXMvvZ9E_2_dpFlXMvvZ9E_2_00003_png.rf.373ddef41194d4c8814ddbe3e38226da_deea2bc9.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000291_000337_dpFlXMvvZ9E_2_dpFlXMvvZ9E_2_00003_png.rf.373ddef41194d4c8814ddbe3e38226da_deea2bc9.txt,1
df0ab44ef5e208d4773632e147ed2043989cee17,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000192_000207_unseen_2911_SL_frame0527_jpg.rf.b27637500e48af41e8e10a6cbeaa37ad_df0ab44e_df0ab44e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000192_000207_unseen_2911_SL_frame0527_jpg.rf.b27637500e48af41e8e10a6cbeaa37ad_df0ab44e_df0ab44e.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000192_000207_unseen_2911_SL_frame0527_jpg.rf.b27637500e48af41e8e10a6cbeaa37ad_df0ab44e_df0ab44e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000192_000207_unseen_2911_SL_frame0527_jpg.rf.b27637500e48af41e8e10a6cbeaa37ad_df0ab44e_df0ab44e.txt,4
e06d18396e1413a207123ffb0e5a0e7fa85a5806,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000313_000359_uLW74013Wp0_2_uLW74013Wp0_2_00010_png.rf.51662027941593e2ea8eadeeed0c0f36_e06d1839.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000313_000359_uLW74013Wp0_2_uLW74013Wp0_2_00010_png.rf.51662027941593e2ea8eadeeed0c0f36_e06d1839.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000313_000359_uLW74013Wp0_2_uLW74013Wp0_2_00010_png.rf.51662027941593e2ea8eadeeed0c0f36_e06d1839.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000313_000359_uLW74013Wp0_2_uLW74013Wp0_2_00010_png.rf.51662027941593e2ea8eadeeed0c0f36_e06d1839.txt,2
e1646a33b3a2061b9100840ec9da354367856b53,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000047_000023_v8_div_balv2_0019__GS__MO_GS_R-mov__t46-99_jpg.rf.687d8d8d46ce9282eefd87b_e1646a33.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000047_000023_v8_div_balv2_0019__GS__MO_GS_R-mov__t46-99_jpg.rf.687d8d8d46ce9282eefd87b_e1646a33.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000047_000023_v8_div_balv2_0019__GS__MO_GS_R-mov__t46-99_jpg.rf.687d8d8d46ce9282eefd87b_e1646a33.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000047_000023_v8_div_balv2_0019__GS__MO_GS_R-mov__t46-99_jpg.rf.687d8d8d46ce9282eefd87b_e1646a33.txt,2
e27e0836aebf45ef0c23b60176fe340a81a5827b,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000180_000195_unseen_2909_SL_frame0756_jpg.rf.03848f0ef71371904b61c909b767db9c_e27e0836_e27e0836.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000180_000195_unseen_2909_SL_frame0756_jpg.rf.03848f0ef71371904b61c909b767db9c_e27e0836_e27e0836.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000180_000195_unseen_2909_SL_frame0756_jpg.rf.03848f0ef71371904b61c909b767db9c_e27e0836_e27e0836.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000180_000195_unseen_2909_SL_frame0756_jpg.rf.03848f0ef71371904b61c909b767db9c_e27e0836_e27e0836.txt,4
e5845c9029d4fea1b776e42fba803b19d18d18e2,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000307_000353_uLW74013Wp0_12_uLW74013Wp0_12_00009_png.rf.c52916b8581039ca5993943443f023_e5845c90.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000307_000353_uLW74013Wp0_12_uLW74013Wp0_12_00009_png.rf.c52916b8581039ca5993943443f023_e5845c90.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000307_000353_uLW74013Wp0_12_uLW74013Wp0_12_00009_png.rf.c52916b8581039ca5993943443f023_e5845c90.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000307_000353_uLW74013Wp0_12_uLW74013Wp0_12_00009_png.rf.c52916b8581039ca5993943443f023_e5845c90.txt,6
e61020f0dc8f2f7ffbd10bda0fc074d47f0eab42,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000146_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000146_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000146_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000146_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.txt,14
e68f4a693afdface2db5265418068a3b3ac166a6,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000055_000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca66_e68f4a69.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000055_000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca66_e68f4a69.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000055_000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca66_e68f4a69.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000055_000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca66_e68f4a69.txt,1
e710c2eb751b2810eaa68a7ec95d9b06e27c3e70,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000164_000179_unseen_2909_SL_frame0108_jpg.rf.b36ab8a95ce46079d4e16b6e246d556e_e710c2eb_e710c2eb.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000164_000179_unseen_2909_SL_frame0108_jpg.rf.b36ab8a95ce46079d4e16b6e246d556e_e710c2eb_e710c2eb.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000164_000179_unseen_2909_SL_frame0108_jpg.rf.b36ab8a95ce46079d4e16b6e246d556e_e710c2eb_e710c2eb.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000164_000179_unseen_2909_SL_frame0108_jpg.rf.b36ab8a95ce46079d4e16b6e246d556e_e710c2eb_e710c2eb.txt,26
e7a68e7fdece1ae8ac13d198cc7b3a632f06682f,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000213_000259_GS__Lucas-GS-T3__frame_0008_jpg.rf.a0cedc3d73b4bf2cf61a05c2bea94118_e7a68_e7a68e7f.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000213_000259_GS__Lucas-GS-T3__frame_0008_jpg.rf.a0cedc3d73b4bf2cf61a05c2bea94118_e7a68_e7a68e7f.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000213_000259_GS__Lucas-GS-T3__frame_0008_jpg.rf.a0cedc3d73b4bf2cf61a05c2bea94118_e7a68_e7a68e7f.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000213_000259_GS__Lucas-GS-T3__frame_0008_jpg.rf.a0cedc3d73b4bf2cf61a05c2bea94118_e7a68_e7a68e7f.txt,10
e7a6b1d0af2f487777de9a135003533101899496,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000168_000183_unseen_2909_SL_frame0252_jpg.rf.055bee8b8525bca542e5f0e876173e40_e7a6b1d0_e7a6b1d0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000168_000183_unseen_2909_SL_frame0252_jpg.rf.055bee8b8525bca542e5f0e876173e40_e7a6b1d0_e7a6b1d0.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000168_000183_unseen_2909_SL_frame0252_jpg.rf.055bee8b8525bca542e5f0e876173e40_e7a6b1d0_e7a6b1d0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000168_000183_unseen_2909_SL_frame0252_jpg.rf.055bee8b8525bca542e5f0e876173e40_e7a6b1d0_e7a6b1d0.txt,24
e8e0df581e0222855efff0648efe196e53cc8089,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000239_000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58_e8e0df58.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000239_000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58_e8e0df58.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000239_000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58_e8e0df58.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000239_000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58_e8e0df58.txt,4
e8f9caa102d044928f459597b0f2015ffee295b0,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000294_000340_he3w2n9WvrI_14_he3w2n9WvrI_14_00006_png.rf.0632910e661fff8b74428ea5c91f96_e8f9caa1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000294_000340_he3w2n9WvrI_14_he3w2n9WvrI_14_00006_png.rf.0632910e661fff8b74428ea5c91f96_e8f9caa1.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000294_000340_he3w2n9WvrI_14_he3w2n9WvrI_14_00006_png.rf.0632910e661fff8b74428ea5c91f96_e8f9caa1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000294_000340_he3w2n9WvrI_14_he3w2n9WvrI_14_00006_png.rf.0632910e661fff8b74428ea5c91f96_e8f9caa1.txt,2
e998819671916e803545fd8db95c1789d318430e,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000240_000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196_e9988196.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000240_000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196_e9988196.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000240_000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196_e9988196.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000240_000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196_e9988196.txt,2
