source_root,source_split,source_image,source_label,target_split,target_image,target_label,sha1,box_count
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000145_v8_div_balv2_0175__Videos__zW1bF2PsB0M__8-mp4__t6-13_jpg.rf.32f98f8b436e2f2c46b0_69620f4d.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000145_v8_div_balv2_0175__Videos__zW1bF2PsB0M__8-mp4__t6-13_jpg.rf.32f98f8b436e2f2c46b0_69620f4d.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000293_000145_v8_div_balv2_0175__Videos__zW1bF2PsB0M__8-mp4__t6-13_jpg.rf.32f98f8b436e2_69620f4d.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000293_000145_v8_div_balv2_0175__Videos__zW1bF2PsB0M__8-mp4__t6-13_jpg.rf.32f98f8b436e2_69620f4d.txt,69620f4dfe0541b58ce99f2304009a38fbc6ed25,4
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000147_v8_div_balv2_0218__Videos__uLW74013Wp0__17-mp4__t7-96_jpg.rf.14340d287fe63d9c3f2_909c0236.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000147_v8_div_balv2_0218__Videos__uLW74013Wp0__17-mp4__t7-96_jpg.rf.14340d287fe63d9c3f2_909c0236.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000294_000147_v8_div_balv2_0218__Videos__uLW74013Wp0__17-mp4__t7-96_jpg.rf.14340d287fe6_909c0236.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000294_000147_v8_div_balv2_0218__Videos__uLW74013Wp0__17-mp4__t7-96_jpg.rf.14340d287fe6_909c0236.txt,909c02363c34511006a6a9f3fbe42e9df2760475,2
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000148_v8_div_balv2_0226__Videos__5UHRvqx1iuQ__3-mp4__t2-65_jpg.rf.0d9a74e5535a9f19f1ce_c256db9a.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000148_v8_div_balv2_0226__Videos__5UHRvqx1iuQ__3-mp4__t2-65_jpg.rf.0d9a74e5535a9f19f1ce_c256db9a.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000295_000148_v8_div_balv2_0226__Videos__5UHRvqx1iuQ__3-mp4__t2-65_jpg.rf.0d9a74e5535a9_c256db9a.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000295_000148_v8_div_balv2_0226__Videos__5UHRvqx1iuQ__3-mp4__t2-65_jpg.rf.0d9a74e5535a9_c256db9a.txt,c256db9ae6bf7ab1ec0b1f4b949e67be71782644,2
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000150_v8_div_balv2_0249__Videos__he3w2n9WvrI__17-mp4__t0-27_jpg.rf.1c1f32fe431db19f18e_5d002820.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000150_v8_div_balv2_0249__Videos__he3w2n9WvrI__17-mp4__t0-27_jpg.rf.1c1f32fe431db19f18e_5d002820.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000296_000150_v8_div_balv2_0249__Videos__he3w2n9WvrI__17-mp4__t0-27_jpg.rf.1c1f32fe431d_5d002820.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000296_000150_v8_div_balv2_0249__Videos__he3w2n9WvrI__17-mp4__t0-27_jpg.rf.1c1f32fe431d_5d002820.txt,5d00282076825ebe2a7b0bb6dd5edc4d2c4c69f9,1
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000151_v8_div_balv2_0251__Videos__uLW74013Wp0__12-mp4__t7-53_jpg.rf.9520f61aaf2cdfe487b_10cc0261.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000151_v8_div_balv2_0251__Videos__uLW74013Wp0__12-mp4__t7-53_jpg.rf.9520f61aaf2cdfe487b_10cc0261.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000297_000151_v8_div_balv2_0251__Videos__uLW74013Wp0__12-mp4__t7-53_jpg.rf.9520f61aaf2c_10cc0261.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000297_000151_v8_div_balv2_0251__Videos__uLW74013Wp0__12-mp4__t7-53_jpg.rf.9520f61aaf2c_10cc0261.txt,10cc02614a6c41dc6e21f93e692aa48220f8c74d,3
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000152_v8_div_balv2_0258__Videos__oKQFABiOTw8__3-mp4__t11-10_jpg.rf.1c00ec37cdcdefdaa03_518fd84f.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000152_v8_div_balv2_0258__Videos__oKQFABiOTw8__3-mp4__t11-10_jpg.rf.1c00ec37cdcdefdaa03_518fd84f.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000298_000152_v8_div_balv2_0258__Videos__oKQFABiOTw8__3-mp4__t11-10_jpg.rf.1c00ec37cdcd_518fd84f.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000298_000152_v8_div_balv2_0258__Videos__oKQFABiOTw8__3-mp4__t11-10_jpg.rf.1c00ec37cdcd_518fd84f.txt,518fd84fe1740123d7020f6599834c3fca5c2ed5,2
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000217_unseen_2907_SL_frame0099_jpg.rf.eff1e5683f7e045925c4f6d441603851_8125703f.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000217_unseen_2907_SL_frame0099_jpg.rf.eff1e5683f7e045925c4f6d441603851_8125703f.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000299_000217_unseen_2907_SL_frame0099_jpg.rf.eff1e5683f7e045925c4f6d441603851_8125703f_8125703f.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000299_000217_unseen_2907_SL_frame0099_jpg.rf.eff1e5683f7e045925c4f6d441603851_8125703f_8125703f.txt,8125703f1f9326c314b9a358b5caaa842a4be3b0,13
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000218_unseen_2907_SL_frame0165_jpg.rf.2514a8978154d344b5dc6de8ccd8b393_61faf309.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000218_unseen_2907_SL_frame0165_jpg.rf.2514a8978154d344b5dc6de8ccd8b393_61faf309.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000300_000218_unseen_2907_SL_frame0165_jpg.rf.2514a8978154d344b5dc6de8ccd8b393_61faf309_61faf309.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000300_000218_unseen_2907_SL_frame0165_jpg.rf.2514a8978154d344b5dc6de8ccd8b393_61faf309_61faf309.txt,61faf3094ef5e839d2c5d992e5c361dcdaa67ce9,14
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000219_unseen_2907_SL_frame0198_jpg.rf.6db155cefa71ce7fbccd859c63488132_e1af983e.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000219_unseen_2907_SL_frame0198_jpg.rf.6db155cefa71ce7fbccd859c63488132_e1af983e.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000301_000219_unseen_2907_SL_frame0198_jpg.rf.6db155cefa71ce7fbccd859c63488132_e1af983e_e1af983e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000301_000219_unseen_2907_SL_frame0198_jpg.rf.6db155cefa71ce7fbccd859c63488132_e1af983e_e1af983e.txt,e1af983ea522006b5084d879d22213c6b0b15415,11
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000220_unseen_2907_SL_frame0561_jpg.rf.8c94eb8e6374f68a12c1fcd59ae6cc4a_27c40b56.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000220_unseen_2907_SL_frame0561_jpg.rf.8c94eb8e6374f68a12c1fcd59ae6cc4a_27c40b56.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000302_000220_unseen_2907_SL_frame0561_jpg.rf.8c94eb8e6374f68a12c1fcd59ae6cc4a_27c40b56_27c40b56.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000302_000220_unseen_2907_SL_frame0561_jpg.rf.8c94eb8e6374f68a12c1fcd59ae6cc4a_27c40b56_27c40b56.txt,27c40b564db4d49a8a77b5577a3ca0cbf8db6b29,6
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000221_unseen_2907_SL_frame0726_jpg.rf.eaaad4e1038341c9034ec45bd72dcd0c_faf1771b.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000221_unseen_2907_SL_frame0726_jpg.rf.eaaad4e1038341c9034ec45bd72dcd0c_faf1771b.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000303_000221_unseen_2907_SL_frame0726_jpg.rf.eaaad4e1038341c9034ec45bd72dcd0c_faf1771b_faf1771b.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000303_000221_unseen_2907_SL_frame0726_jpg.rf.eaaad4e1038341c9034ec45bd72dcd0c_faf1771b_faf1771b.txt,faf1771b382c9bfff68b3d8be5d20e3160613336,4
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000222_unseen_2909_SL_frame0000_jpg.rf.9f5dbd63f7739f9d2283bef6674a8ce9_238fd8c1.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000222_unseen_2909_SL_frame0000_jpg.rf.9f5dbd63f7739f9d2283bef6674a8ce9_238fd8c1.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000304_000222_unseen_2909_SL_frame0000_jpg.rf.9f5dbd63f7739f9d2283bef6674a8ce9_238fd8c1_238fd8c1.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000304_000222_unseen_2909_SL_frame0000_jpg.rf.9f5dbd63f7739f9d2283bef6674a8ce9_238fd8c1_238fd8c1.txt,238fd8c1958a2f196643c93ebf4bab80c5300ac8,23
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000223_unseen_2909_SL_frame0792_jpg.rf.ccedb457da89e06b5f1be4f5d339e4f7_39826ede.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000223_unseen_2909_SL_frame0792_jpg.rf.ccedb457da89e06b5f1be4f5d339e4f7_39826ede.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000305_000223_unseen_2909_SL_frame0792_jpg.rf.ccedb457da89e06b5f1be4f5d339e4f7_39826ede_39826ede.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000305_000223_unseen_2909_SL_frame0792_jpg.rf.ccedb457da89e06b5f1be4f5d339e4f7_39826ede_39826ede.txt,39826edea706097a8e90f91f3eb9fb4a063f3da9,6
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000224_unseen_2909_SL_frame0900_jpg.rf.d87e71f11d4e502e4ef80c4d1e1d9754_ef08eb06.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000224_unseen_2909_SL_frame0900_jpg.rf.d87e71f11d4e502e4ef80c4d1e1d9754_ef08eb06.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000306_000224_unseen_2909_SL_frame0900_jpg.rf.d87e71f11d4e502e4ef80c4d1e1d9754_ef08eb06_ef08eb06.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000306_000224_unseen_2909_SL_frame0900_jpg.rf.d87e71f11d4e502e4ef80c4d1e1d9754_ef08eb06_ef08eb06.txt,ef08eb06294535348b9b411610abbcf1c79065e7,7
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000225_unseen_2911_SL_frame0093_jpg.rf.79bc843d6fdaaaf43db49e95c84ee1f4_edff3873.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000225_unseen_2911_SL_frame0093_jpg.rf.79bc843d6fdaaaf43db49e95c84ee1f4_edff3873.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000307_000225_unseen_2911_SL_frame0093_jpg.rf.79bc843d6fdaaaf43db49e95c84ee1f4_edff3873_edff3873.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000307_000225_unseen_2911_SL_frame0093_jpg.rf.79bc843d6fdaaaf43db49e95c84ee1f4_edff3873_edff3873.txt,edff3873efb121c5d46d14533f9381fa35a1e090,20
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000226_unseen_2911_SL_frame0341_jpg.rf.d306c87af6d3b48fa34f2918272b1716_bceb5ded.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000226_unseen_2911_SL_frame0341_jpg.rf.d306c87af6d3b48fa34f2918272b1716_bceb5ded.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000308_000226_unseen_2911_SL_frame0341_jpg.rf.d306c87af6d3b48fa34f2918272b1716_bceb5ded_bceb5ded.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000308_000226_unseen_2911_SL_frame0341_jpg.rf.d306c87af6d3b48fa34f2918272b1716_bceb5ded_bceb5ded.txt,bceb5ded86c9a59859ba9cdd76bfe632d89771a9,24
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000227_unseen_2911_SL_frame0496_jpg.rf.2c061340e2651c78a673e9eeb31a1a2b_59979986.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000227_unseen_2911_SL_frame0496_jpg.rf.2c061340e2651c78a673e9eeb31a1a2b_59979986.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000309_000227_unseen_2911_SL_frame0496_jpg.rf.2c061340e2651c78a673e9eeb31a1a2b_59979986_59979986.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000309_000227_unseen_2911_SL_frame0496_jpg.rf.2c061340e2651c78a673e9eeb31a1a2b_59979986_59979986.txt,599799864ffa45977af912200ce1881e69d3310c,8
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000228_unseen_2911_SL_frame0589_jpg.rf.4d60391fd1f17051e0d8b00c08a4024f_0bd95575.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000228_unseen_2911_SL_frame0589_jpg.rf.4d60391fd1f17051e0d8b00c08a4024f_0bd95575.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000310_000228_unseen_2911_SL_frame0589_jpg.rf.4d60391fd1f17051e0d8b00c08a4024f_0bd95575_0bd95575.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000310_000228_unseen_2911_SL_frame0589_jpg.rf.4d60391fd1f17051e0d8b00c08a4024f_0bd95575_0bd95575.txt,0bd95575fc9380c8ff0a76aeed86979ffcb54465,10
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000229_unseen_2911_SL_frame0713_jpg.rf.4809eef52469b347ef9572ce5f714922_0830598b.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000229_unseen_2911_SL_frame0713_jpg.rf.4809eef52469b347ef9572ce5f714922_0830598b.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000311_000229_unseen_2911_SL_frame0713_jpg.rf.4809eef52469b347ef9572ce5f714922_0830598b_0830598b.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000311_000229_unseen_2911_SL_frame0713_jpg.rf.4809eef52469b347ef9572ce5f714922_0830598b_0830598b.txt,0830598bb0a9dd8c66deff765766e7d07980efdd,3
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000230_unseen_2911_SL_frame0775_jpg.rf.8edfb72337123bb99da0beb67fc3ab96_fb067bee.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000230_unseen_2911_SL_frame0775_jpg.rf.8edfb72337123bb99da0beb67fc3ab96_fb067bee.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000312_000230_unseen_2911_SL_frame0775_jpg.rf.8edfb72337123bb99da0beb67fc3ab96_fb067bee_fb067bee.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000312_000230_unseen_2911_SL_frame0775_jpg.rf.8edfb72337123bb99da0beb67fc3ab96_fb067bee_fb067bee.txt,fb067bee4604060f66878361c668c4d242ef3f4a,5
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000367_5UHRvqx1iuQ_10_5UHRvqx1iuQ_10_00001_png.rf.51b78326fbf8b650f4143b6811f5452d_a1797011.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000367_5UHRvqx1iuQ_10_5UHRvqx1iuQ_10_00001_png.rf.51b78326fbf8b650f4143b6811f5452d_a1797011.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000313_000367_5UHRvqx1iuQ_10_5UHRvqx1iuQ_10_00001_png.rf.51b78326fbf8b650f4143b6811f545_a1797011.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000313_000367_5UHRvqx1iuQ_10_5UHRvqx1iuQ_10_00001_png.rf.51b78326fbf8b650f4143b6811f545_a1797011.txt,a1797011022965f390b04b73b3fb88aa58cc5070,7
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000368_5UHRvqx1iuQ_1_5UHRvqx1iuQ_1_00009_png.rf.4092b3cb10eed69dd23839c704207712_dd64919d.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000368_5UHRvqx1iuQ_1_5UHRvqx1iuQ_1_00009_png.rf.4092b3cb10eed69dd23839c704207712_dd64919d.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000314_000368_5UHRvqx1iuQ_1_5UHRvqx1iuQ_1_00009_png.rf.4092b3cb10eed69dd23839c704207712_dd64919d.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000314_000368_5UHRvqx1iuQ_1_5UHRvqx1iuQ_1_00009_png.rf.4092b3cb10eed69dd23839c704207712_dd64919d.txt,dd64919de34283de6cabf42a7bf80ce0095ebe4d,6
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000369_5UHRvqx1iuQ_3_5UHRvqx1iuQ_3_00028_png.rf.1e90ab7acf0fe7544b1f5486c3552a2b_884e822d.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000369_5UHRvqx1iuQ_3_5UHRvqx1iuQ_3_00028_png.rf.1e90ab7acf0fe7544b1f5486c3552a2b_884e822d.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000315_000369_5UHRvqx1iuQ_3_5UHRvqx1iuQ_3_00028_png.rf.1e90ab7acf0fe7544b1f5486c3552a2b_884e822d.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000315_000369_5UHRvqx1iuQ_3_5UHRvqx1iuQ_3_00028_png.rf.1e90ab7acf0fe7544b1f5486c3552a2b_884e822d.txt,884e822d79b10bd233467a0e82f59cdf9d87497c,4
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000370_5UHRvqx1iuQ_6_5UHRvqx1iuQ_6_00000_png.rf.d4613fe1addd692d818f91b537eb2bfb_664f3cc7.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000370_5UHRvqx1iuQ_6_5UHRvqx1iuQ_6_00000_png.rf.d4613fe1addd692d818f91b537eb2bfb_664f3cc7.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000316_000370_5UHRvqx1iuQ_6_5UHRvqx1iuQ_6_00000_png.rf.d4613fe1addd692d818f91b537eb2bfb_664f3cc7.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000316_000370_5UHRvqx1iuQ_6_5UHRvqx1iuQ_6_00000_png.rf.d4613fe1addd692d818f91b537eb2bfb_664f3cc7.txt,664f3cc7b044b6039c828beba953b0eb7f57b938,1
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000371_5UHRvqx1iuQ_7_5UHRvqx1iuQ_7_00000_png.rf.9e4b45d0dfe2945037e67d97e86773af_babe81bd.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000371_5UHRvqx1iuQ_7_5UHRvqx1iuQ_7_00000_png.rf.9e4b45d0dfe2945037e67d97e86773af_babe81bd.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000317_000371_5UHRvqx1iuQ_7_5UHRvqx1iuQ_7_00000_png.rf.9e4b45d0dfe2945037e67d97e86773af_babe81bd.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000317_000371_5UHRvqx1iuQ_7_5UHRvqx1iuQ_7_00000_png.rf.9e4b45d0dfe2945037e67d97e86773af_babe81bd.txt,babe81bdaa465b9bb7e7a4406ed7030210b0a65a,9
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000372_FW1S3VAKui8_0_FW1S3VAKui8_0_00005_png.rf.855ae5091b9a6955ee37e1b1c47a8e36_f8a1349f.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000372_FW1S3VAKui8_0_FW1S3VAKui8_0_00005_png.rf.855ae5091b9a6955ee37e1b1c47a8e36_f8a1349f.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000318_000372_FW1S3VAKui8_0_FW1S3VAKui8_0_00005_png.rf.855ae5091b9a6955ee37e1b1c47a8e36_f8a1349f.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000318_000372_FW1S3VAKui8_0_FW1S3VAKui8_0_00005_png.rf.855ae5091b9a6955ee37e1b1c47a8e36_f8a1349f.txt,f8a1349f2d75a2b822a86957ae314abfb3826425,1
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000373_FW1S3VAKui8_0_FW1S3VAKui8_0_00015_png.rf.8d71d0103a856a60fb6c8e2fdc2739d9_7d795ffc.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000373_FW1S3VAKui8_0_FW1S3VAKui8_0_00015_png.rf.8d71d0103a856a60fb6c8e2fdc2739d9_7d795ffc.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000319_000373_FW1S3VAKui8_0_FW1S3VAKui8_0_00015_png.rf.8d71d0103a856a60fb6c8e2fdc2739d9_7d795ffc.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000319_000373_FW1S3VAKui8_0_FW1S3VAKui8_0_00015_png.rf.8d71d0103a856a60fb6c8e2fdc2739d9_7d795ffc.txt,7d795ffcb77d1292a234b9b7428f6f7677788d0e,1
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000374_FW1S3VAKui8_0_FW1S3VAKui8_0_00025_png.rf.5d88dcc6139124fac458b12fb904aaa1_b0e481a8.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000374_FW1S3VAKui8_0_FW1S3VAKui8_0_00025_png.rf.5d88dcc6139124fac458b12fb904aaa1_b0e481a8.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000320_000374_FW1S3VAKui8_0_FW1S3VAKui8_0_00025_png.rf.5d88dcc6139124fac458b12fb904aaa1_b0e481a8.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000320_000374_FW1S3VAKui8_0_FW1S3VAKui8_0_00025_png.rf.5d88dcc6139124fac458b12fb904aaa1_b0e481a8.txt,b0e481a8f55f857af932e90c23a26d58837945d4,1
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000375_GS__Lucas-GS-T2__frame_0018_jpg.rf.d8af39a3ef74366a604bacab730ca3dd_d51456bd.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000375_GS__Lucas-GS-T2__frame_0018_jpg.rf.d8af39a3ef74366a604bacab730ca3dd_d51456bd.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000321_000375_GS__Lucas-GS-T2__frame_0018_jpg.rf.d8af39a3ef74366a604bacab730ca3dd_d5145_d51456bd.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000321_000375_GS__Lucas-GS-T2__frame_0018_jpg.rf.d8af39a3ef74366a604bacab730ca3dd_d5145_d51456bd.txt,d51456bd24d50ff6e7b31c639eec598b084cfa78,8
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000376_GS__Lucas-GS-T2__frame_0072_jpg.rf.c2ac831362df09c7175ff3c7e1dc6b06_23aa091e.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000376_GS__Lucas-GS-T2__frame_0072_jpg.rf.c2ac831362df09c7175ff3c7e1dc6b06_23aa091e.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000322_000376_GS__Lucas-GS-T2__frame_0072_jpg.rf.c2ac831362df09c7175ff3c7e1dc6b06_23aa0_23aa091e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000322_000376_GS__Lucas-GS-T2__frame_0072_jpg.rf.c2ac831362df09c7175ff3c7e1dc6b06_23aa0_23aa091e.txt,23aa091ef58a55be9a58f966e5576360e51c6e8e,2
data/annotations/final_combined_1class_20260213,valid,data/annotations/final_combined_1class_20260213/valid/images/000377_GS__MO-GS-R3__frame_0018_jpg.rf.9553444d9ffd530b48b9acd995ca9343_1dfecf5c.jpg,data/annotations/final_combined_1class_20260213/valid/labels/000377_GS__MO-GS-R3__frame_0018_jpg.rf.9553444d9ffd530b48b9acd995ca9343_1dfecf5c.txt,valid,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/images/000323_000377_GS__MO-GS-R3__frame_0018_jpg.rf.9553444d9ffd530b48b9acd995ca9343_1dfecf5c_1dfecf5c.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/valid/labels/000323_000377_GS__MO-GS-R3__frame_0018_jpg.rf.9553444d9ffd530b48b9acd995ca9343_1dfecf5c_1dfecf5c.txt,1dfecf5c6bd3951adda37125864a5db2b88b8ced,2
